,id,review,class,user,date_review,rating
658,98,"Since updating to iOS7 and latest update of Evernote the spell check feature is not there any longer  I utilize this for work, and rely on it for reports  I figured give it a couple of weeks and they would fix it, but its been over two months now and no fix  Lets get it together Evernote team so I can give a 5 star review for this app again",PD,okMySBodez,2020-01-18,3
659,494,2 mounth	Good apps for mobile,RT,TPaqfYPgui,2020-01-09,3
660,493,Yes	Hoping to use for school.,RT,oyQbqrDGIX,2020-01-17,3
661,492,Good,RT,qTepjnfjQA,2020-01-04,3
662,491,Better than it used to be...	Still needs significant amounts of work.,RT,UvWVcCaUrv,2020-01-03,3
663,490,Passt	Naja,RT,AMttcMDXHe,2020-01-15,3
664,489,Improving. Way to go.,RT,jZYLSHOeSO,2020-01-19,3
665,488,Awesome	Nice,RT,FzMLkgLMXn,2020-01-11,3
666,487,F,RT,WycHPeoffV,2020-01-10,3
667,486,Servers suck	I wish servers could be better... Its quite frustrating to play in multiplayer sometimes... But the game is wonderful. Would give 5 stars for a good online experience,RT,qzlyidJuBS,2020-01-10,3
668,485,paste	pasta is very hot,RT,YvyGmPFRlO,2020-01-02,3
669,484,Keepas crashing	Awesome game....when it works will freeze everytime I go into it ao I have to turn off my phone then turn it back on for it to work on my s4 galaxy. Lucky I bought it on special,RT,cmByCDibOT,2020-01-12,3
670,483,Works	Ok.,RT,CJxqktmBxM,2020-01-12,3
671,482,Pretty app	I just downloaded and i dot know what happen next :) hopely fine ok ;),RT,MWGHwJBpDd,2020-01-08,3
672,495,"Puta	Ok
",RT,fQlhonUnIe,2020-01-15,3
673,509,Cant believe I paid for this	Kingsoft is better.,RT,zdzVPdgaob,2020-01-12,3
674,510,Simply good,RT,vmnosLFoYp,2020-01-15,3
675,511,Yea	Yea,RT,ByPbdChMZC,2020-01-09,3
676,541,4.3.... Please	Love this app but cant use it on my 4.3 tablet..... Keeps crashing!,RT,nRoEOKqwMG,2020-01-11,3
677,540,Keep going	Needs better tagging,RT,GIcXHtEivg,2020-01-03,3
678,539,Good but bad,RT,NvBTqXVXTM,2020-01-18,3
679,538,Love it!!	m          o,RT,NwHkpTPULy,2020-01-14,3
680,537,"Pritty good overall.	Could use some more scenes from movies.
",RT,XaZLgUWoZE,2020-01-05,3
681,536,useful	force close,RT,AgdloXqDMA,2020-01-16,3
682,535,"Good	Very good
",RT,RtQQZEfCOt,2020-01-09,3
683,534,Helo	Its very slow  .,RT,coVaXMxtGX,2020-01-19,3
684,533,Not safe brouse,RT,ZxBUYfQtQn,2020-01-08,3
685,532,Done playing it	No updates,RT,WBVVDcSDJI,2020-01-02,3
686,531,very useful and active	I choice it,RT,QdzaecermH,2020-01-13,3
687,530,A work in progress	Not quite all the tools I was looking for but a great addition to what I need while looking for the ultimate set! Still learning what it does.,RT,umvZpHlYtj,2020-01-08,3
688,529,Good game so far..	How can I rate a game after 5 minutes of play. Dumb idea to trade a game rating for updates.,RT,NUbMWfalJr,2020-01-02,3
689,528,Ok	Ok,RT,cspVXFnirD,2020-01-13,3
690,527,@	Not bad,RT,aUjSkyDosX,2020-01-02,3
691,526,Ok,RT,BqRMEsCkzZ,2020-01-18,3
692,525,"Not worth installing	My HTC does most of this in settings.
",RT,jOIUQocHVJ,2020-01-16,3
693,524,"Not bad	It is fast and smooth, but it could use a restyling",RT,AAkgJbNTDd,2020-01-10,3
694,523,I luv it	Nice but plZ its hanging my phone again and again i will give it 5stars when this problem will be fixed,RT,CHoZvdxqmk,2020-01-05,3
695,522,Idk	Im bored so im just rating i ront noe if its good or not because its taking so long in downliad so i just gave it 3 stars,RT,IsPotJnTGp,2020-01-14,3
696,521,Its a bit slow on my phone,RT,powVZLemEw,2020-01-13,3
697,520,Okay	This game is great. Cant what for the new one,RT,fZqrqZaKTT,2020-01-15,3
698,519,Shark	? dull,RT,xDWfiyOrfs,2020-01-10,3
699,518,"Good
",RT,opevpuwUHr,2020-01-13,3
700,517,Bakwas,RT,gfoMlGpZiU,2020-01-07,3
701,516,Is gud	Nice :),RT,aZrZlyYayj,2020-01-14,3
702,514,good job.	its far better than other apps..but needs to still work on frames and more effects.,RT,kvovSMtkJP,2020-01-06,3
703,513,Samsung galaxy s4	Cute app,RT,unywIMseiz,2020-01-12,3
704,512,"Are you kidding me	Its a good game, but I just bought it and now it 80% off?! Really!?",RT,YkTxPDLDmE,2020-01-04,3
705,481,Good,RT,ikxrZDyEfQ,2020-01-17,3
706,542,good aplication	kereeeeennnnnn,RT,dTOerYMxvE,2020-01-18,3
707,480,Nice	Its amazing,RT,KBmQwRuSSq,2020-01-05,3
708,478,Average	Good,RT,mOhBmjmrAn,2020-01-04,3
709,310,"It does a poor job at retaining the starred items in memory So I wait a long time for an MP3 to buffer, I star it so I wont have to wait next time But then next time it often has to buffer all over again!",PD,kiLmRKAgkm,2020-01-18,3
710,300,"Since the update, it wont backup to Dropbox",PD,yYpKgSlPaC,2020-01-13,3
711,155,"The app used to work great, but now it keeps freezing and I cant get into my  notes It is very frustrating I have to delete the app and download it again What a pain!!",PD,CLRcsJIgvD,2020-01-14,3
712,297,Very fun but the server is apparently not that big for all users. My app keeps getting errors when I try to open it and play where I dont get that with other games. Havent been able to play all day,PD,XdFHQbGzJM,2020-01-08,3
713,295,"The app is fine but the one thing, (and really only thing you need it for) isnt working. I attempted to pay a bill using the credit card already on file and  after several minutes of beach ball froze the app. I had to go to the website to pay my bill.",PD,MkRXsqnocu,2020-01-16,3
714,293,I was using the app which seemed great until I noticed it was posting to my fb page even though I opted out. Deleted app because it doesnt give you the option again after the fact,PD,KvyeNpdmBX,2020-01-13,3
715,2114,Gun	Good app,RT,CUMvpykUlG,2020-01-03,3
716,281,After you edit the photos on the iPad there is no way to move them to the iPhoto app on a Mac. They dont update on the Mac. Please fix this.,PD,bEQoOAHBQH,2020-01-01,3
717,162,"The layout is very clean but it fails to load editing settings or feedback components It has potential, but is still buggy",PD,kYupDAyKRq,2020-01-09,3
718,2117,Tony SGN3	No password if have sure five star,RT,ZGrVhgyoLa,2020-01-02,3
719,272,"I went in and made a playlist, I unselected the group podcasts button so it would go into my list of pod casts so that I could create playlists like NEWS, TECH, etc... it worked for the FIRST playlist created, now it wont work for any of the others I create, it will ONLY allow to select ALL the podcasts... very strange. Please fix.   The GROUP by PODCAST button is now dead after creating ONE playlist successfully....  I have uninstalled, reinstalled, rebooted my iphone, etc.
Please help... an AWESOME program otherwise.   I just have a lot of podcasts and need to be able to group them... the iPhones hard installed video app does that for me ... but I really want to use your program vs. the iPhones app....
Please advise.",PD,LIRhzofQiH,2020-01-19,3
720,2130,80%	It sometimes jam up,RT,mxhsNXDBnL,2020-02-03,3
721,263,I love this app using it for a long time a year works great but started to show wrong stars even after I adjust them with moon it happen after your new update please fix it,PD,ndTgjzBjYD,2020-02-14,3
722,2455,Pintrest	I love tuis app it gives me ideas i would totaly recomend this app,RT,ayxlOBySOS,2020-02-14,3
723,166,How about an English version?,PD,CXUuHJJITq,2020-01-30,3
724,169,"Does anyone else have their Dropbox app, not the site, increasing in memory even without any favorite files??? Have to erase app once every 2 weeks!!!",PD,gddAPhyzWO,2020-02-10,3
725,2194,Gd	Good,RT,IUjtWttEZi,2020-01-23,3
726,260,Doesnt save progress online	Great game except it doesnt save my progress in online mode. Im smashing fools and still stuck on Rank 11.,PD,nclGQglIug,2020-01-23,3
727,175,"In a previous version, if the user was looking at pictures and suspended the app it would leave it right where they were upon restarting the app Now the app completely refreshes at start up, which gets annoying sometimes Also its more cumbersome to swipe through images since its only responsive on the top half of the screen instead of the whole screen",PD,bCQKcCDURm,2020-02-03,3
728,259,Good bt not satisfied :(	Cant reply.. no tagging.. please add more features..,PD,PkYYovhiWa,2020-02-13,3
729,258,"Just ok	For Gods sake we need a new icon and interface, seems so outdated!!",PD,lxlKkjybDJ,2020-02-14,3
730,255,"Its need an update where u can post a new chapter of your story and where u can upload a cover for the story! >:0
And it keeps crashing!",PD,VZaNWcTcpi,2020-02-10,3
731,250,"I always use dropbox with Upad, but this newest version cant open PDF files with Upad anymore plz update as soon as possible",PD,EdyTGAAPuT,2020-02-03,3
732,188,Ok app	It is not updating since long I have been trying very much But it has gud to connect wid ur frnds,PD,SePJsoIdpM,2020-01-23,3
733,2182,It works nicely ,RT,CutBckzszG,2020-02-10,3
734,190,"Wish someone warned me before . . .	. . . no spell check for Android , not even the paid version.",PD,ioUjJFrpEZ,2020-02-13,3
735,214,"Was I the only one to ever report this problem??

Ever since I downloaded the latest update the app on my iPad continues to show a pop up alert message I click ok and it pops right back up!  Ive turned off all alerts for the app and I have been in contact with Apple Support We reset to complete default mode, reloaded the app and still the issue It is so annoying Is any else experiencing this?",PD,hzRuhRipzm,2020-01-25,3
736,208,"Im giving the NFL 12 v3 update three stars largely because its an improvement over the previous version. The in-game display is better organized, and the Scores page is vastly superior to the prior version: you can now see all games for the current week on one screen instead of scrolling through a list. After a modest amount of use, the app appears much more stable.

However, it still needs work in many respects. The scoring summary is gone (so far as I can tell); I often found this helpful when checking up on games that I wasnt following play-by-play. The team leaders appears limited to only 1 QB (passing), 1 player rushing, and 2 receivers, with no apparent way to scroll through players or pull up a full listing. Especially during the preseason games, when teams are running through multiple personnel packages, this is very frustrating--theres no way (for example) to compare the passing stats of the 2 or 3 QBs who have gotten playing time. A more egregious problem is that (at least for the Thursday games in week 2), the teams do not switch properly: checking on the Atlanta vs. Cincinnati game, if I tap on the Atlanta Falcons button, I get the passing stats for A. Dalton; if i tap on the Cincinnati button I see the passing stats for M. Ryan (with the rushing and receiving stats for their teams). Im hoping this is an operator error that will be fixed shortly, but it reflects poorly on the product. (I apologize for the comments length, Im hoping that the NFL is monitoring this feedback.)",PD,fSRGZnsjbp,2020-01-24,3
737,261,"New update	Great app but would be great if app locker could be turned off from widget and also pattern password rather than numbers or letters.
",PD,xzCEgZAboJ,2020-02-02,3
738,317,Im having issues with moving my files,PD,XlvRBnOtRZ,2020-02-18,3
739,324,"somethings wrong with the last update
i only can view pdfs once 
after opening for the first time, cannot view them anymore!

the latest update fixed the issue of crashes and also can view the pdfs without problem thanks a lot for your work!  however there is still a problem which is that when you try using the open in option in other iPad applications, and ask to open in Dropbox, the filed just opened shows up in the iPad Dropbox application, but the Dropbox server is not updated meaning that file is not found in the Dropbox folders if you access the folders in a different devicecomputer, etc",PD,KXleXYqnYB,2020-01-21,3
740,332,"Update, EN performance has improved considerably (from 2 to 3 stars) since my last review, however the app remains pretty buggy It constantly reports failure to synch, it freezes momentarily between all actions, it crashes here and thee, and the search function sometimes fails to find key words I am borderline thinking of going premium, but also keeping an eye for alternatives Note, some of my problems may be related with some incompatibility of iPad2 with iOS7

Previous review,
After several months of daily use, and building about 1K pretty intensive notes, I was in the process to put a serious long-term commitment to EN- but Ive had to seriously rethink this after the problems with the last upgrade The problems Ive experienced are not as severe as what others are reporting Mine have been mostly with the iPad 2 version, while the desktop version w MacBook Air has continued to work OK 

On the iPad things have actually improved quite a bit over the past week, in terms of less freezes, when trying to do a search- so for me it is wait and see, to see if EN can get it together The searches have also become less efficient and clunky in all iPad &amp Mac desktop versions I am still working on EN, but will also be on stand-by, and looking for possible alternatives

I dont have many concerns w the new design, as others do-- but I do hope that EN programmers can stay focused on the real issues",PD,dOBHLZKNnQ,2020-01-25,3
741,113,"I generally love Dropbox, but since I upgraded to iOS 7 I can no longer view html files properly (I am referring to files saved on my Dropbox as html) I used to view them displayed nicely as web pages, but now I just see the source code instead! Can you please fix that??

Also, can you please add the option to copy and move files? It would be a very useful feature!! Thanks!",PD,DwylvkOage,2020-02-03,3
742,477,Good	Very Good,RT,QhvDMVskWs,2020-02-12,3
743,476,"1st level completed	Not bad for the moment, just tryin to get the controls as well, I will update this in few days :) Good job by now :)",RT,NfZxUDqkUx,2020-02-05,3
744,475,Awesome	Thrilling,RT,JReTvFnVLp,2020-01-30,3
745,474,Not bad!	For a mobile game ya cant complain.,RT,YYvfaKYCLD,2020-02-06,3
746,473,Mr.?	Are u spying us?,RT,oydwLPaYJQ,2020-02-18,3
747,472,Its the best.	Its really cool.,RT,UBokNPwdhJ,2020-02-19,3
748,471,Good	Nice time killer,RT,QgrhWkHxVx,2020-02-07,3
749,470,"Good	Its very good for android
",RT,rOGeIOmIPa,2020-02-07,3
750,469,Nice	Its useful,RT,eRjCSJjAQc,2020-02-03,3
751,468,"Its good
",RT,aaOVQdkwyo,2020-01-26,3
752,467,i love it	nice,RT,OOjiQwScef,2020-02-02,3
753,466,Nice	Very  nice  dhis  apps,RT,cnvZBoitti,2020-02-07,3
754,465,Goood	Gooooooood,RT,DRrzyEkWLr,2020-02-14,3
755,464,Nice but limited use	Limited options stickers etc are available,RT,iZkxqyNOUP,2020-01-27,3
756,367,Please fix this	Idk it uninstalls in my phone automatically And I ha e to download it again n again,PD,eCBlalxUwE,2020-02-10,3
757,366,Fck	Fix this cause always error,PD,uvbxaWSjFK,2020-02-09,3
758,2104,"Great	, ok",RT,IirIwYrZLs,2020-01-24,3
759,2533,Ok	Ok,RT,rsozxTQgZF,2020-02-18,3
760,361,Confusing	If you have never used Pintrest it is confusing Now they have a new mapping thing that you have to say if you want to use every pin Also pops up for you to rate it at every log in so save yourself the annoyance and rate it right away,PD,NbEQUxlKcY,2020-02-13,3
761,358,New updates force close	Please fix This new update causes the app to stop all the time and its irritating Please fix and Ill go back to five stars,PD,alokByGYpf,2020-01-28,3
762,357,Error report	Not ok,PD,GUZTOEnfXZ,2020-01-21,3
763,352,I love this app It helps me a lot when Im on the trip but one thing that makes me mad that when I click to see the photos Its only show 1 pic and I got stuck I have to delete the app and redownload it again ??????,PD,DvDMOhiDZH,2020-02-08,3
764,345,"Seems like the Evernote religion has passed me by Perhaps there are handy tools that I am missing trainings that are obvious to all but me But, really! The notes, bullet points, spacing, numbering all fail when i transfer to Word and other systems The resulting formatting problems take longer than just starting over and retyping notes I also find that the left column flickers and the program crashes at every other use About 1 in 4 syncs give an error message 

All that aside, I like calling up notes on my phone, ipad, and desktop (almost) whenever I want If this problematic version is intended to induce me to go for another version, it doesnt In fact, if this version were more solid, Id be tempted to buy the upgrade",PD,bMIOzrMpNv,2020-02-04,3
765,2226,Sorry for the low score	I love the great things you can find here But very discouraged when I go to do a something that I get advertisements for a ton of other stuff,RT,gPawJQHNGq,2020-02-07,3
766,341,"The search function isnt working and I have to sign in every time I open it Evernote needs to fix this Other than that, I love Evernote",PD,MUtGsaPvrr,2020-01-30,3
767,130,When you select an attraction and click around to read reviews and view pictures and then go back to the full like it defaults back to the beginning of the list and you have to hit next page a several times to find the place you left off Very annoying,PD,dCDOiMbcVq,2020-02-03,3
768,133,Where dat mini games at?	There should be mini games like in the iphone/ipod version,PD,PxRzGmSMza,2020-01-26,3
769,143,One flaw is the fact that its almost impossible to load mp3s or WAV files over data It will play for a second or two then say its unable to load this file Fix please!,PD,mrIfqWKYjK,2020-02-18,3
770,479,A great brain game but a little east	Easy very easy,RT,Jlrgicszjl,2020-02-08,3
771,543,Nice	Nice aplikasi,RT,NqreHqYNhF,2020-02-07,3
772,2166,Datta,RT,BphxLKoyGb,2020-02-05,3
773,545,I love the makeup options	I will rate it with 5 stars once Im able to do the hair,RT,DTTImAOzpA,2020-02-08,3
774,2309,I  m  really eexcited	Cant wait to see what you have,RT,JvZomEXPZL,2020-02-06,3
775,59,its problem is about not being allowed ur last online status,PD,qjNUTuawxT,2020-02-15,3
776,2024,Very nice	Very goid,RT,IkzmkQikCb,2020-01-26,3
777,2595,I love this because its a fun way to express yourself! D	(((( !!!,RT,CHsVfbgkuV,2020-02-17,3
778,2005,Goodul	Work fast,RT,kIEnCkWyUu,2020-01-25,3
779,2606,I used this app on my lil brothers phone  and I loved it	I just installed it so if it suits me too I would be back to crown it up to five stars ?A??,RT,FTCJsJPUsV,2020-02-07,3
780,38,This app used to work so well...now it never works. Please fix. It keeps sending me warning messages.,PD,hVZlisOPEx,2020-01-23,3
781,1939,Wow	Hundred wowww,RT,dodXsQkrkr,2020-02-15,3
782,37,You need to improve the hebrew editing..,PD,fyVHRcetbx,2020-02-14,3
783,1930,Excellent	Excellent,RT,SdXdwXTAiJ,2020-02-08,3
784,62,Crashes all the time!,PD,IyujRYgrRZ,2020-01-22,3
785,32,"I like Trip Advisor, but their app is slow and feels buggy
If you have the patience to navigate through its, um, quirks, then you can get to their good info",PD,VREXNkaGeX,2020-02-11,3
786,21,ok seriously	this app would be great if the timing adjustments werent so erratic. ive made the same exact video a million times and it keeps coming out with an extra 2 seconds here or a bit shorter there throwing off the entire video/audio sync,PD,pTOokRRzmv,2020-02-06,3
787,19,Cant update your latest bug fix,PD,FFZzkooMnv,2020-02-02,3
788,18,"I liked very much the upgrade to pdfs (divisions and search) However, they arent displaying anymore Fix it and it will be perfect
Best wishes",PD,fTRjxbcuJH,2020-02-13,3
789,14,Would like it to have more edit items..,PD,ifjBJFnIiy,2020-02-06,3
790,12,Was great	It was great until apparently it updated on the 27th and now every time I try to use it I get a message the it has stopped working and it force closes! Please fix!,PD,osTKXuwJlY,2020-01-22,3
791,10,Its good if you want to browse but is horrible at letting me post anything. It stays frozen on signing in and I have to close the app.,PD,HMqmsBGKzS,2020-01-22,3
792,8,Im very disappointed that I cant open most excel files anymore! Repeated tries works occasionally but it should work every time!,PD,jATFscPQMA,2020-02-10,3
793,2705,Ok	Ok,RT,KzuCFGoRKY,2020-01-30,3
794,1876,Im enjoying it so far hopefully when its time for me to go out and do stuff ifs worth using!! ),RT,FXgUIMlZkX,2020-02-12,3
795,5,"Urrrrm	After my third re installing, it finally has scenery. Before hand, it was just black shapes everywhere. I could not even see the walls. This killed my internet as it is a very big game that takes half an hour to install - if you dont like the game, their is no chance of a refund. Once I finally got the proper game, it is very pretty with smooth graphics, an amazing sound track, and some of the best scenery Ive ever seen on my tablet. In the next update, I want to be seeing the right installment first time, a chance of a refund, and free roam! Free roam was the best part of the old games, I would love to have it on my tablet! Thank you ?",PD,hxuQSuZbGS,2020-02-17,3
796,544,<3	One wrd to say .. Cool,RT,hvyPglnykZ,2020-02-08,3
797,2070,Yes	Yes,RT,VxrgjJZEna,2020-02-09,3
798,3689,Awesome	pics art is my only app for editing,UE,DDQneCvotY,2020-02-10,3
799,76,Why did it update?? It logged me out and now it took all my books. I also havent found how to buy books. Where is the store!?!? I need help...,PD,bNZoGFRrsX,2020-01-25,3
800,2089,Habibi	Merindukan,RT,BGxzGDJmhH,2020-02-19,3
801,549,Good	Its very excellent.,RT,FOJkhdUhhb,2020-02-07,3
802,550,Well	The size is good,RT,DtCJURbsWY,2020-01-31,3
803,548,Eh	Personally not a fan of the latest update.,RT,olUCVfaqzf,2020-02-16,3
804,81,"At around 5pm every day all of my latest (todays) files just disappear They are still there though I can search for them and find them Then tomorrow, they are magically back!

On my desktop there is no issue Just on iOS 

Is this a known bug?",PD,ejttpcVXBK,2020-02-06,3
805,84,"Need to improve functionality on this app 
Cant vote reviews helpful
Cant read your own contributions or see badges
Have to scroll thru all the pictures to get to the end Would be nice if you could skip to the oldest newest Pics without scrolling thru each one 
Back button needs work as well

Otherwise, good for the basics!",PD,eTQyxPqSND,2020-01-22,3
806,2551,Niceee	It perfects,RT,ZvBWNkTaER,2020-02-02,3
807,547,Useful Apps	Okay,RT,otRnlkKvtk,2020-01-30,3
808,2099,Awesome,RT,DKYIfKRnGZ,2020-01-21,3
809,2077,nice	good,RT,sKqQnWfVVM,2020-02-09,3
810,86,This app used to be flawless! But after recent updates I have issues uploading things Ill select a bunch of my photos to back up and the app will crash out and only upload a few and not all Major bummer!,PD,RrlmyBypPY,2020-01-29,3
811,2081,G	B,RT,ePtWdSpgib,2020-01-28,3
812,552,Ok	Not that much good,RT,mAXNRAQKgZ,2020-02-09,3
813,546,So nice	Nice,RT,TAHKJlYDCq,2020-02-19,3
814,551,"Great app!!
",RT,glvPDchhTX,2020-01-20,3
815,3053,"They need to show B&ampB , small inns ",FR,ZroeacLoBZ,2020-02-09,4
816,3046,"I would give this 5 stars if it had these two additional features

Ability to use a scroll bar on iPad and iPhone rather than swipe, swipe, swipe and more swipe to get to the bottom of a note 

Ability to keyword search AND GO TO THAT KEYWORD like you can on the laptop version Having search feature for a word does me no good if I cant search within the note to find that word

Can you do these two things for iOS please?",FR,MKDEIDIDSB,2020-01-27,4
817,1146,"Does everything I would need a simple weather app to do. Radar is slow to load, but I have another app for that. Theres not a lot of detail in the information, particularly in details for upcoming days. The forecast is no more specific than a high and low temp and a picture representation of the weather for the entire day. Nevertheless, this isnt meant to be too detailed, and it provides plenty of info for the current time. My biggest complaint is that the app crashes on startup often. Sometimes it will load the second time, sometimes it requires a restart of my iPad 3rd generation. Its a nice looking app, the kind that you would want to have on your iPad, it just has a stability problem.",RT,GQcdcQsQWR,2020-02-12,4
818,3187,"This is a short Halloween story. There are several puzzles and a simple story showing Mickey who is later joined by friends. My 2 1/2 year old will probably like it, but the 4 year old will be bored quickly. For one dollar this is ok.",UE,zMPIyadaIZ,2020-01-30,4
819,3211,Its as accurate as any weather forecaster who gets paid good money for often being 100% wrong. So far this app has been close enough to allow me to dress appropriately so who cares about too much scientific input. I just dont want to be carrying an umbrella when the sun is shining.,UE,NQwJncYVKJ,2020-02-18,4
820,3044,"This is really a great app an tool to manage multiple projects and scattered notes I just wish that there was a calendar integration and sub folders within stacks 

Also in Evernote hello there is no categorizing 

But make no mistake I swear by this program",FR,NWJTWTzVjC,2020-02-08,4
821,3040,I love pasting notes to ever note I paste my passwords I paste copies of receipts and anything that I need to locate later and I can easily find it in one location the search option is very handy as well I WISH THE INSTRUCTIONS WERE CLEARER,FR,zZmlprezBt,2020-01-25,4
822,3048,"Great information is available  Wish maps (locations of newer hotels were updated more)  Also would love to have an individual resort map of all the resorts available to view  Would be great if age of property and renovation dates were included for hotels, too",FR,qoggbsVlBl,2020-02-05,4
823,1140,"Very practical, easy, and for all music lovers.",RT,IdVjAiatLZ,2020-01-22,4
824,3214,"I have used this on countless occasions now. It has come in handy, and when I do use it the other party is as wowd as I was the first time. I gave 4 stars because the speech is a bit quirky (may be iPhone speech recognitions problems) and because it is a translator it breaks a sentence down funny. But, if you type or talk like a caveman it gets the point across every time. Overall very pleased with this for just a buck!",UE,wpAKHUiGyO,2020-02-03,4
825,1408,"VERY easy to use, and Ive found a ton of cool stuff getting into QR codes!! HIGHLY recommended",RT,nKVGXoIIqj,2020-01-26,4
826,1429,"Love this app, although I do wish you could add local stores to your store list",RT,SlbHWywDMQ,2020-01-31,4
827,1175,Just wish I knew how to center the text!,RT,oXbvXXFvvB,2020-02-08,4
828,1410,Love how it looks! Not sure where it gets the info from or how accurate it is? But this is the beat looking weather out there!,RT,njkYjEznVI,2020-02-10,4
829,2468,Love,RT,aiQGNMdQfT,2020-02-05,4
830,1170,This game is the best,RT,YDbesYekZD,2020-01-30,4
831,3203,"Works great! Maps are good, better than my Garmin. Default is the lowest cache amount so make sure you turn up the cache amount so you dont find yourself without any maps when you lose service. Make sure you scout your area with the maps you want before hunting so it will cache your map area for when you lose service you still can use your cached maps. Best 5 bucks spent for those who want a good hunting GPS.",UE,KMGgnNstAg,2020-02-14,4
832,3201,Very nice radar app. Easy to use,UE,dSuaCuvVHc,2020-02-19,4
833,1159,So fun/funny love it! Did it with friends and family so funny and old! LOL,RT,pChTBccywt,2020-02-07,4
834,1172,Love it. Keeps me occupied while i have d time to wait,RT,LtTJXXLsPd,2020-02-11,4
835,3198,"Like the visuals of this app a lot, like how it updates weather as to where you are :)",UE,eAqTSQzmLH,2020-01-24,4
836,3050,"This app has been very helpful on my honeymoon search It would be nice to be able to enlarge the photos though Other than that, its perfect",FR,sFXtTNtBsl,2020-01-22,4
837,1430,It was ok.,RT,GSqJcOARsC,2020-01-22,4
838,1415,Now that I have this app I cant imagine how I got anywhere without it. In my experience its approx 98% accurate and the spoken directions are a necessity when youre driving alone. One improvement would be to have the spoken directions a little earlier especially on a busy highway. Id recommend this app to anyone looking for reliable accurate directions.,RT,ZEfSXbekms,2020-02-11,4
839,2460,Very good	Getting better with each update,RT,hWhsRcQiIp,2020-01-23,4
840,1411,Visually stunning but the ads are annoying sometimes.,RT,xRKBTdrClL,2020-03-01,4
841,2210,Ral	Good,RT,ldyLLvAoZQ,2020-02-22,4
842,1164,Great app for news on demand. No wasted screens to navigate through. Would give it 5th star if there was a button to close the app. Love NPR!,RT,mfgGtmOAqi,2020-02-24,4
843,1151,One of my favorite apps!,RT,lDYuLQgvCr,2020-02-20,4
844,1431,"Very beneficial app, enjoy looking and seeing whats available.",RT,jNwnEyDxwd,2020-02-24,4
845,1435,Nice features for a freebie!,RT,kAXLUohLaL,2020-03-07,4
846,3218,Very helpful for the home health nurse in the field.,UE,ZPqFxGcTvo,2020-03-10,4
847,1204,nice app   beautiful,RT,ZfRADafhLm,2020-03-13,4
848,2479,I love the pinterest app Im still learning the functions but pleased overall!	Great app,RT,ihIQZLNcrq,2020-03-07,4
849,2404,"Awesome!	Love this app! Some of the updates are annoying, but its still great",RT,nubShNpzSI,2020-03-04,4
850,2183,Hiiiii,RT,ObCEDpcXgy,2020-03-09,4
851,1453,"Great app, only one suggestion, it would be great if it allowed for daily flow values.",RT,BWSebcEdCp,2020-03-03,4
852,1454,Its a nice app.,RT,QeYfpHBwmQ,2020-03-18,4
853,3023,"Hey Dropbox team! Please add the ability to rename files, as well as the ability for gifs to play I know you can do it!!",FR,rFTaKnyhfr,2020-03-11,4
854,2185,Gud	Gud,RT,xCIFZfihUr,2020-03-12,4
855,3022,Its amazing The only thing to make it better is to have the ability or export videos to your camara roll,FR,dHFCrvSSBj,2020-03-19,4
856,2342,Some technical issues still need resolving	Otherwise its 1010,RT,FZvOoHopSK,2020-03-10,4
857,1198,"I love this app. Its so easy to learn how to use it and its very easy to understand. The only thing I dont like is that if you choose the option to show what the temp feels like, you cant see what the temp actually is. I would love to be able to see both at the same time.",RT,EvhmJkHxRs,2020-03-07,4
858,2177,Awsm App	Really a good app,RT,LNAZkHaBxD,2020-02-25,4
859,2484,Love it,RT,bPLbkKueFD,2020-03-18,4
860,1195,Good reference for a quick review.. Doesnt take away from the manuel but excellent resource for refreshing our minds on ACLS.,RT,CROYTfVypt,2020-03-06,4
861,1467,It needs improvement,RT,wrhPuTohyN,2020-02-22,4
862,3017,I just wish you could edit your word documents other than that its great!,FR,zbQYyoNnjc,2020-03-11,4
863,3239,Lots of fun. Great learning tool.m,UE,AbKWmBciuK,2020-03-17,4
864,2187,Ok	OK,RT,DaotimkKLB,2020-03-03,4
865,1450,It is a good app. It definitely saves time finding online books!,RT,TmWpqohxiw,2020-02-29,4
866,1206,But i wish u could use it offline,RT,ctEdjAgHSS,2020-02-28,4
867,2469,I like it,RT,gNpXtmVDOW,2020-02-21,4
868,2215,Fun	Love the creativity!,RT,jhxFhPBVGG,2020-03-01,4
869,1436,Great App!!!,RT,BVEnjyUKGp,2020-02-22,4
870,2196,Nyc app	Wonderful app ),RT,eVZLCNdvTf,2020-03-05,4
871,3220,"Very practical, easy, and for all music lovers.",UE,WevHkyWUVy,2020-03-04,4
872,1437,"Decent app. Finally, notifications are here. Now please give us multi account login, Google.",RT,wadLQMMGiK,2020-02-28,4
873,3036,"Im on an original iPad mini and so maybe thats part of he deal but it seems like there are still little thins that need some work For example the spell check doesnt work just right and the search is slow at times Neither of these or any others will keep from giving this app a great rating 

I also think that here are improvements I hope to see in the future One is full screen mode Maybe Im missing this but the only time you get full screen is when you start a new note Id like this options when reading or editing too 

Keep up the good work!",FR,JpmQQqaKTL,2020-02-25,4
874,3225,Great app for news on demand. No wasted screens to navigate through. Would give it 5th star if there was a button to close the app. Love NPR!,UE,PRWsBxLZtj,2020-02-22,4
875,1218,Lots of fun. Great learning tool.m,RT,XLISQvAQPG,2020-03-05,4
